feature_X,feature_X_num,age,cpi_sum,unique_users,payers_cumsum,revenue_cumsum,rpi,roas,c2p,cpa,cpi,arppu
B0,0,77.0,4636846.09,471283,24020.0,2318044.307506,4.91858248123951,0.4999183200204086,0.05096725322152507,193.04105287260614,9.838772223907927,96.50475884704413
B0,0,78.0,4636846.09,471283,24058.0,2335723.435544,4.956095245413053,0.5037310685341294,0.051047884179993765,192.73614140826334,9.838772223907927,97.08718245672956
B0,0,79.0,4636846.09,471283,24087.0,2352803.593372,4.992337074267478,0.5074146408366124,0.05110941833250934,192.50409307925435,9.838772223907927,97.67939524938764
B0,0,80.0,4636846.09,471283,24118.0,2369012.020853,5.026729206979671,0.5109102124312693,0.05117519621968117,192.25665851231443,9.838772223907927,98.22589024185257
B0,0,81.0,4636846.09,471283,24145.0,2386732.810807,5.064330372211601,0.5147319459134776,0.0512324866375405,192.04166866846137,9.838772223907927,98.84998181018844
B0,0,82.0,4636846.09,471283,24177.0,2403492.921868,5.099893104287657,0.5183464957035052,0.05130038639204045,191.78748769491665,9.838772223907927,99.41237216643918
B0,0,83.0,4636846.09,471283,24214.0,2420021.891868,5.13496538569819,0.5219111967263939,0.05137889548318102,191.494428429834,9.838772223907927,99.94308630825142
B0,0,84.0,4636846.09,471283,24244.0,2437394.0220170002,5.1718267410812615,0.5256577368987031,0.05144255150302472,191.25746947698397,9.838772223907927,100.5359685702442
B0,0,85.0,4636846.09,471283,24269.0,2454793.204851,5.208745498672772,0.5294101113567476,0.05149559818622781,191.0604511928798,9.838772223907927,101.14933474189296
B0,0,86.0,4636846.09,471283,24295.0,2469962.378056,5.240932471691107,0.5326815533909602,0.05155076673675902,190.85598230088493,9.838772223907927,101.665461125993
B0,0,87.0,4636846.09,471283,24320.0,2484782.246019,5.272378265328901,0.5358776629178564,0.051603813419962105,190.65978988486842,9.838772223907927,102.17032261591284
B0,0,88.0,4636846.09,471283,24346.0,2500076.146041,5.304829892105168,0.5391760040154794,0.05165898197049331,190.4561771954325,9.838772223907927,102.68940056029737
B0,0,89.0,4636846.09,471283,24370.0,2516589.525348,5.339869092133601,0.5427373426897593,0.051709906786368276,190.26861263848994,9.838772223907927,103.26588122068118
B0,0,90.0,4636846.09,471283,24390.0,2530819.656905,5.370063543359298,0.5458062674029796,0.05175234413293074,190.11259081590816,9.838772223907927,103.7646435795408
B0,0,91.0,4636846.09,471283,24413.0,2545768.79227,5.401783625273986,0.5490302552332507,0.05180114708147758,189.93348175152582,9.838772223907927,104.27922796338017
B0,0,92.0,4636846.09,471283,24438.0,2560006.032298,5.431993159732051,0.5521007129865724,0.05185419376468067,189.73918037482608,9.838772223907927,104.75513676642933
B0,0,93.0,4636846.09,471283,24458.0,2574391.724798,5.462517690640231,0.5552031865689983,0.05189663111124314,189.58402526780603,9.838772223907927,105.25765495126339
B0,0,94.0,4636846.09,471283,24481.0,2588926.988413,5.493359591610561,0.5583379172313654,0.05194543405978998,189.40591029778196,9.838772223907927,105.7525014669744
B0,0,95.0,4636846.09,471283,24496.0,2603830.940366,5.5249838003195535,0.5615521606338243,0.05197726206971183,189.28992855976486,9.838772223907927,106.29616836895819
B0,0,96.0,4636846.09,471283,24511.0,2616308.126761,5.55145873447801,0.5642430384746715,0.05200909007963368,189.1740887764677,9.838772223907927,106.74016265191139
B0,0,97.0,4636846.09,471283,24534.0,2628746.862332,5.577852081089282,0.5669256238634395,0.05205789302818052,188.99674288742153,9.838772223907927,107.14709636960951
B0,0,98.0,4636846.09,471283,24549.0,2641992.317912,5.605957180530595,0.5697821895813671,0.052089721038102374,188.8812615585156,9.838772223907927,107.62117878170191
B0,0,99.0,4636846.09,471283,24564.0,2654569.787628,5.632644902591437,0.5724946949075898,0.05212154904802423,188.76592126689462,9.838772223907927,108.06748850464095
B0,0,100.0,4636846.09,471283,24580.0,2667018.74764,5.659059944110015,0.5751794853384923,0.0521554989252742,188.64304678600487,9.838772223907927,108.50361056305941
B0,0,101.0,4636846.09,471283,24591.0,2679090.235064,5.684674038876853,0.5777828685842795,0.05217883946588356,188.55866333211335,9.838772223907927,108.94596539644586
B0,0,102.0,4636846.09,471283,24610.0,2689896.504916,5.707603509814698,0.5801133901591287,0.052219154945117904,188.41308776919948,9.838772223907927,109.30095509613979
B0,0,103.0,4636846.09,471283,24622.0,2700389.571406,5.729868404771655,0.5823763650964745,0.052244617353055384,188.32126106733813,9.838772223907927,109.67385149078059
B0,0,104.0,4636846.09,471283,24636.0,2710855.1446620002,5.752074962733644,0.5846334107375991,0.05227432349564911,188.21424297775613,9.838772223907927,110.03633482148076
B0,0,105.0,4636846.09,471283,24656.0,2721766.1872570002,5.775226747531739,0.5869865280037795,0.05231676084221158,188.06157081440622,9.838772223907927,110.38960850328522
B0,0,106.0,4636846.09,471283,24670.0,2731905.344151,5.796740693279834,0.5891731774411776,0.05234646698480531,187.95484758816374,9.838772223907927,110.73795476899068
B0,0,107.0,4636846.09,471283,24688.0,2741966.950264,5.818090086559455,0.5913431019799064,0.05238466059671153,187.81780986714193,9.838772223907927,111.06476629390797
B0,0,108.0,4636846.09,471283,24703.0,2752620.72185,5.840695976409079,0.5936407351942105,0.05241648860663338,187.70376432012307,9.838772223907927,111.42860064971865
B0,0,109.0,4636846.09,471283,24720.0,2761727.360204,5.860019054801468,0.5956047077258069,0.05245256035121148,187.57468001618122,9.838772223907927,111.72036246779935
B0,0,110.0,4636846.09,471283,24734.0,2770863.589539,5.879404921329646,0.5975750619617827,0.05248226649380521,187.46850853076734,9.838772223907927,112.0265056011563
B0,0,111.0,4636846.09,471283,24753.0,2779688.226296,5.898129629746883,0.5994782169481068,0.05252258197303955,187.324610754252,9.838772223907927,112.29702364545713
B0,0,112.0,4636846.09,471283,24767.0,2788648.686294,5.917142537061596,0.6014106640951717,0.05255228811563328,187.21872208987764,9.838772223907927,112.59533598312271
B0,0,113.0,4636846.09,471283,24786.0,2797974.761092,5.936931230475108,0.6034219611313432,0.05259260359486763,187.0752073751311,9.838772223907927,112.88528851335433
B0,0,114.0,4636846.09,471283,24801.0,2807260.623513,5.956634598559677,0.6054245858121636,0.05262443160478948,186.9620616104189,9.838772223907927,113.19142871307609
B0,0,115.0,4636846.09,471283,24813.0,2816014.025007,5.975208155199742,0.6073123779286365,0.05264989401272696,186.87164349333008,9.838772223907927,113.4894621773667
B0,0,116.0,4636846.09,471283,24825.0,2823723.885013,5.9915674552508795,0.6089751158880929,0.05267535642066444,186.78131278952668,9.838772223907927,113.74517160173212
B0,0,117.0,4636846.09,471283,24837.0,2831923.765025,6.008966512742875,0.6107435334402054,0.05270081882860192,186.69106937230745,9.838772223907927,114.02036337017354
B0,0,118.0,4636846.09,471283,24848.0,2839430.225031,6.024894224979471,0.6123624053760647,0.05272415936921128,186.60842281068898,9.838772223907927,114.27198265578718
B0,0,119.0,4636846.09,471283,24866.0,2846896.8850310002,6.040737486883677,0.6139726938900835,0.052762352981117505,186.47334070618513,9.838772223907927,114.48953933205985
B0,0,120.0,4636846.09,471283,24882.0,2854396.915692,6.056651556903177,0.6155901792487575,0.05279630285836748,186.35343179808697,9.838772223907927,114.71734248420546
B0,0,121.0,4636846.09,471283,24889.0,2861133.9683540002,6.070946688834522,0.6170431178478042,0.052811155929664344,186.3010201293744,9.838772223907927,114.95576231885573
B0,0,122.0,4636846.09,471283,24901.0,2867492.888362,6.084439473441648,0.6184145069093722,0.05283661833760182,186.2112401108389,9.838772223907927,115.15573223412716
B0,0,123.0,4636846.09,471283,24903.0,2874660.218358,6.099647596790039,0.619960240767448,0.05284086207225807,186.1962851865237,9.838772223907927,115.43429379424165
B0,0,124.0,4636846.09,471283,24910.0,2880751.4083620002,6.1125722938489195,0.6212738901501905,0.052855715143554936,186.1439618627057,9.838772223907927,115.64638331441189
B0,0,125.0,4636846.09,471283,24919.0,2887559.248372,6.12701762714123,0.6227420950200226,0.05287481194950804,186.07673221236809,9.838772223907927,115.87781405240982
B0,0,126.0,4636846.09,471283,24926.0,2893409.27479,6.1394306070662426,0.6240037341394699,0.05288966502080491,186.02447604910535,9.838772223907927,116.0799676959801
B0,0,127.0,4636846.09,471283,24935.0,2899576.731602,6.152517132173238,0.6253338315143431,0.05290876182675802,185.9573326649288,9.838772223907927,116.28541133354723
B0,0,128.0,4636846.09,471283,24943.0,2905385.881598,6.164843377753918,0.6265866550679494,0.05292573676538301,185.8976903339614,9.838772223907927,116.48101197121437
B0,0,129.0,4636846.09,471283,24947.0,2909927.901606,6.174480941612577,0.6275662045116533,0.0529342242346955,185.86788351304764,9.838772223907927,116.64440219689742
B0,0,130.0,4636846.09,471283,24953.0,2915407.3716060002,6.18610764998101,0.628747928013716,0.05294695543866424,185.82319119945498,9.838772223907927,116.8359464435539
B0,0,131.0,4636846.09,471283,24959.0,2919878.781608,6.195595388774898,0.62971224943289,0.05295968664263298,185.7785203734124,9.838772223907927,116.98700996065547
B0,0,132.0,4636846.09,471283,24966.0,2924462.421622,6.205321264764484,0.63070077480661,0.05297453971392985,185.72643154690377,9.838772223907927,117.13780427869904
B0,0,133.0,4636846.09,471283,24975.0,2928572.581624,6.214042478986086,0.631587187666175,0.05299363651988296,185.65950310310308,9.838772223907927,117.26016342838838
B0,0,134.0,4636846.09,471283,24983.0,2932816.641614,6.223047811217463,0.6325024779103677,0.053010611458507946,185.60005163511187,9.838772223907927,117.39249255950045
B0,0,135.0,4636846.09,471283,24985.0,2936372.531618,6.2305929380393525,0.6332693547777429,0.05301485519316419,185.58519471683007,9.838772223907927,117.52541651462877
B0,0,136.0,4636846.09,471283,24987.0,2939825.271616,6.237919194233614,0.634013985919468,0.05301909892782044,185.57034017689196,9.838772223907927,117.65419104398288
B0,0,137.0,4636846.09,471283,24989.0,2942719.931626,6.244061278734858,0.6346382593919567,0.053023342662476686,185.55548801472648,9.838772223907927,117.76061193429109
B0,0,138.0,4636846.09,471283,24990.0,2944872.191632,6.2486280889232155,0.6351024240340917,0.05302546452980481,185.54806282513002,9.838772223907927,117.84202447507002
B0,0,139.0,4636846.09,471283,24996.0,2946849.941634,6.252824612035655,0.6355289531798973,0.05303819573377355,185.5035241638662,9.838772223907927,117.89286052304368
B0,0,140.0,4636846.09,471283,24998.0,2948318.701642,6.2559411259094855,0.6358457115927262,0.0530424394684298,185.48868269461556,9.838772223907927,117.94218344035524
B0,0,141.0,4636846.09,471283,24999.0,2949356.411642,6.258143008854552,0.6360695081086895,0.05304456133575792,185.481262850514,9.838772223907927,117.97897562470499
B0,0,142.0,4636846.09,471283,25001.0,2949845.051644,6.259179838110011,0.6361748900843937,0.053048805070414165,185.46642494300227,9.838772223907927,117.98908250245991
B0,0,143.0,4636846.09,471283,25001.0,2950083.311644,6.259685394219609,0.6362262741492031,0.053048805070414165,185.46642494300227,9.838772223907927,117.99861252125915
B1,1,1.0,189604.59,26184,126.0,1539.181019,0.058783265314696,0.008117846825332656,0.0048120989917506875,1504.7983333333334,7.241238542621448,12.215722373015874
B1,1,2.0,189604.59,26184,289.0,3896.699991,0.14881988966544454,0.020551717608735105,0.011037274671555148,656.0712456747405,7.241238542621448,13.48339097231834
B1,1,3.0,189604.59,26184,373.0,6115.866966,0.23357267667277726,0.03225590143150015,0.014245340666055607,508.3232975871314,7.241238542621448,16.39642618230563
B1,1,4.0,189604.59,26184,454.0,8131.301972,0.31054468270699664,0.042885575565443854,0.01733883287503819,417.631255506608,7.241238542621448,17.910356766519826
B1,1,5.0,189604.59,26184,530.0,9883.657547,0.3774693533073633,0.05212773354801169,0.020241368774824322,357.74450943396226,7.241238542621448,18.64841046603774
B1,1,6.0,189604.59,26184,572.0,11256.642004,0.42990536220592723,0.05936903744788034,0.02184540177207455,331.4765559440559,7.241238542621448,19.679444062937062
B1,1,7.0,189604.59,26184,611.0,12710.934606,0.48544663175985336,0.06703917139347734,0.023334860983806906,310.3184779050736,7.241238542621448,20.803493626841245
B1,1,8.0,189604.59,26184,646.0,14157.166735,0.5406800616788879,0.07466679332499282,0.024671555148182096,293.5055572755418,7.241238542621448,21.915118784829723
B1,1,9.0,189604.59,26184,672.0,15326.557614,0.5853405749312557,0.08083431742870781,0.025664527956003668,282.14968749999997,7.241238542621448,22.807377401785715
B1,1,10.0,189604.59,26184,696.0,16821.82114,0.6424465757714635,0.08872053751441354,0.026581118240146653,272.4203879310345,7.241238542621448,24.169283247126437
B1,1,11.0,189604.59,26184,720.0,18276.134715,0.6979886463107241,0.0963907820744213,0.027497708524289642,263.33970833333336,7.241238542621448,25.3835204375
B1,1,12.0,189604.59,26184,739.0,19902.852729,0.7601150599220897,0.10497031073456606,0.028223342499236175,256.5691339648173,7.241238542621448,26.932141717185385
B1,1,13.0,189604.59,26184,764.0,21057.720502,0.804220917430492,0.11106123803226495,0.029178124045218454,248.17354712041885,7.241238542621448,27.562461390052356
B1,1,14.0,189604.59,26184,783.0,22436.983619,0.8568967162771157,0.11833565642582808,0.029903758020164987,242.15145593869732,7.241238542621448,28.655151492975733
B1,1,15.0,189604.59,26184,809.0,23802.117981,0.9090329201420715,0.1255355578733616,0.030896730827986555,234.3690852904821,7.241238542621448,29.421653870210136
B1,1,16.0,189604.59,26184,835.0,25035.375989,0.9561325996410022,0.13203992576867468,0.03188970363580813,227.07136526946107,7.241238542621448,29.982486214371256
B1,1,17.0,189604.59,26184,854.0,26553.181016,1.0140994888481516,0.1400450327494709,0.032615337610754656,222.0194262295082,7.241238542621448,31.092717817330207
B1,1,18.0,189604.59,26184,868.0,27722.008018,1.0587384669263673,0.14620958289037203,0.033150015276504734,218.4384677419355,7.241238542621448,31.93779725576037
B1,1,19.0,189604.59,26184,882.0,29283.901108,1.1183891348915367,0.1544472162198183,0.03368469294225481,214.9711904761905,7.241238542621448,33.20170193650794
B1,1,20.0,189604.59,26184,900.0,30663.36167,1.1710724744118546,0.16172267596475381,0.034372135655362054,210.67176666666666,7.241238542621448,34.07040185555555
B1,1,21.0,189604.59,26184,915.0,32051.901094,1.2241025471280171,0.16904601884374212,0.03494500458295142,207.21813114754102,7.241238542621448,35.02940010273224
B1,1,22.0,189604.59,26184,928.0,33326.00601,1.272762221585701,0.17576581880217138,0.03544149098686221,204.31529094827584,7.241238542621448,35.911644407327586
B1,1,23.0,189604.59,26184,940.0,34942.156661,1.334485054269783,0.18428961377464542,0.0358997861289337,201.70701063829787,7.241238542621448,37.172507086170214
B1,1,24.0,189604.59,26184,949.0,36721.365263,1.4024352758554843,0.19367339821783852,0.03624350748548732,199.7940885142255,7.241238542621448,38.69480006638567
B1,1,25.0,189604.59,26184,961.0,38173.830581,1.4579067591277117,0.2013338948229049,0.036701802627558816,197.2992611862643,7.241238542621448,39.72302870031218
B1,1,26.0,189604.59,26184,966.0,39500.419978,1.5085708821417658,0.20833050496298636,0.03689275893675527,196.27804347826088,7.241238542621448,40.89070391097308
B1,1,27.0,189604.59,26184,973.0,40757.179651,1.5565681198823709,0.21495882378691358,0.03716009776963031,194.8659712230216,7.241238542621448,41.88815997019527
B1,1,28.0,189604.59,26184,983.0,41943.915131,1.601891045333028,0.2212178256391367,0.03754201038802322,192.8836113936928,7.241238542621448,42.66929311393693
B1,1,29.0,189604.59,26184,989.0,43197.267332999996,1.6497581474564618,0.22782817300467248,0.03777115795905897,191.7134378159757,7.241238542621448,43.67772227805864
